2,1666807017600377,1666807017670605,528,1666807017600377,1666807017670605,26,1666807017600377,1666807017670605,2074,1666807017600377,1666807017670605,
16,1666807017670677,1666807017689263,516,1666807017670677,1666807017689263,36,1666807017670677,1666807017689263,2088,1666807017670677,1666807017689263,
16,1666807017689313,1666807017704069,192,1666807017689313,1666807017704069,40,1666807017689313,1666807017704069,1036,1666807017689313,1666807017704069,
16,1666807017704121,1666807017720951,516,1666807017704121,1666807017720951,36,1666807017704121,1666807017720951,1044,1666807017704121,1666807017720951,
66,1666807017721023,1666807017737291,10313,1666807017721023,1666807017737291,40,1666807017721023,1666807017737291,1044,1666807017721023,1666807017737291,
16,1666807017737344,1666807017752903,516,1666807017737344,1666807017752903,36,1666807017737344,1666807017752903,10328,1666807017737344,1666807017752903,
16,1666807017752954,1666807017769228,1040,1666807017752954,1666807017769228,40,1666807017752954,1666807017769228,2080,1666807017752954,1666807017769228,
16,1666807017769280,1666807017784741,256,1666807017769280,1666807017784741,36,1666807017769280,1666807017784741,1040,1666807017769280,1666807017784741,
16,1666807017784792,1666807017800657,520,1666807017784792,1666807017800657,40,1666807017784792,1666807017800657,1040,1666807017784792,1666807017800657,
66,1666807017800709,1666807017816712,10346,1666807017800709,1666807017816712,36,1666807017800709,1666807017816712,1044,1666807017800709,1666807017816712,
16,1666807017816764,1666807017832024,512,1666807017816764,1666807017832024,40,1666807017816764,1666807017832024,10421,1666807017816764,1666807017832024,
16,1666807017832076,1666807017848351,516,1666807017832076,1666807017848351,36,1666807017832076,1666807017848351,2088,1666807017832076,1666807017848351,
16,1666807017848424,1666807017863878,632,1666807017848424,1666807017863878,42,1666807017848424,1666807017863878,1275,1666807017848424,1666807017863878,
16,1666807017863930,1666807017879986,516,1666807017863930,1666807017879986,36,1666807017863930,1666807017879986,1044,1666807017863930,1666807017879986,
90,1666807017880038,1666807017895478,10339,1666807017880038,1666807017895478,40,1666807017880038,1666807017895478,1048,1666807017880038,1666807017895478,
16,1666807017895530,1666807017911196,520,1666807017895530,1666807017911196,36,1666807017895530,1666807017911196,1052,1666807017895530,1666807017911196,
16,1666807017911248,1666807017927409,528,1666807017911248,1666807017927409,40,1666807017911248,1666807017927409,2082,1666807017911248,1666807017927409,
16,1666807017927461,1666807017942865,516,1666807017927461,1666807017942865,39,1666807017927461,1666807017942865,10367,1666807017927461,1666807017942865,
24,1666807017942917,1666807017959264,1064,1666807017942917,1666807017959264,49,1666807017942917,1666807017959264,2106,1666807017942917,1666807017959264,
16,1666807017959316,1666807017975128,384,1666807017959316,1666807017975128,36,1666807017959316,1666807017975128,1048,1666807017959316,1666807017975128,
16,1666807017975179,1666807017990681,520,1666807017975179,1666807017990681,40,1666807017975179,1666807017990681,1044,1666807017975179,1666807017990681,
66,1666807017990732,1666807018006622,10317,1666807017990732,1666807018006622,36,1666807017990732,1666807018006622,1044,1666807017990732,1666807018006622,
16,1666807018006673,1666807018022248,524,1666807018006673,1666807018022248,40,1666807018006673,1666807018022248,10357,1666807018006673,1666807018022248,
16,1666807018022298,1666807018038371,1024,1666807018022298,1666807018038371,36,1666807018022298,1666807018038371,2080,1666807018022298,1666807018038371,
16,1666807018038422,1666807018053732,256,1666807018038422,1666807018053732,40,1666807018038422,1666807018053732,1040,1666807018038422,1666807018053732,
16,1666807018053783,1666807018069726,512,1666807018053783,1666807018069726,36,1666807018053783,1666807018069726,1040,1666807018053783,1666807018069726,
66,1666807018069776,1666807018085756,10309,1666807018069776,1666807018085756,40,1666807018069776,1666807018085756,1036,1666807018069776,1666807018085756,
16,1666807018085822,1666807018101487,512,1666807018085822,1666807018101487,36,1666807018085822,1666807018101487,10388,1666807018085822,1666807018101487,
16,1666807018101538,1666807018118592,520,1666807018101538,1666807018118592,40,1666807018101538,1666807018118592,2088,1666807018101538,1666807018118592,
16,1666807018118642,1666807018134087,256,1666807018118642,1666807018134087,36,1666807018118642,1666807018134087,1044,1666807018118642,1666807018134087,
24,1666807018134138,1666807018150656,1056,1666807018134138,1666807018150656,49,1666807018134138,1666807018150656,2106,1666807018134138,1666807018150656,
16,1666807018150707,1666807018166332,256,1666807018150707,1666807018166332,36,1666807018150707,1666807018166332,1052,1666807018150707,1666807018166332,
16,1666807018166383,1666807018182505,520,1666807018166383,1666807018182505,40,1666807018166383,1666807018182505,1048,1666807018166383,1666807018182505,
66,1666807018182555,1666807018198570,10337,1666807018182555,1666807018198570,36,1666807018182555,1666807018198570,1048,1666807018182555,1666807018198570,
16,1666807018198621,1666807018214162,512,1666807018198621,1666807018214162,40,1666807018198621,1666807018214162,10397,1666807018198621,1666807018214162,
16,1666807018214212,1666807018230499,1024,1666807018214212,1666807018230499,36,1666807018214212,1666807018230499,2088,1666807018214212,1666807018230499,
16,1666807018230549,1666807018246229,520,1666807018230549,1666807018246229,40,1666807018230549,1666807018246229,1040,1666807018230549,1666807018246229,
16,1666807018246291,1666807018261663,512,1666807018246291,1666807018261663,28,1666807018246291,1666807018261663,1044,1666807018246291,1666807018261663,
75,1666807018261715,1666807018277169,10313,1666807018261715,1666807018277169,40,1666807018261715,1666807018277169,1044,1666807018261715,1666807018277169,
16,1666807018277220,1666807018291925,516,1666807018277220,1666807018291925,36,1666807018277220,1666807018291925,10392,1666807018277220,1666807018291925,
16,1666807018291985,1666807018307627,1040,1666807018291985,1666807018307627,40,1666807018291985,1666807018307627,2080,1666807018291985,1666807018307627,
16,1666807018307679,1666807018324496,384,1666807018307679,1666807018324496,36,1666807018307679,1666807018324496,2080,1666807018307679,1666807018324496,
16,1666807018324574,1666807018339395,384,1666807018324574,1666807018339395,32,1666807018324574,1666807018339395,1032,1666807018324574,1666807018339395,
24,1666807018339447,1666807018354947,1040,1666807018339447,1666807018354947,45,1666807018339447,1666807018354947,2106,1666807018339447,1666807018354947,
16,1666807018354998,1666807018370091,256,1666807018354998,1666807018370091,40,1666807018354998,1666807018370091,1048,1666807018354998,1666807018370091,
16,1666807018370142,1666807018384960,512,1666807018370142,1666807018384960,36,1666807018370142,1666807018384960,1048,1666807018370142,1666807018384960,
16,1666807018385011,1666807018400470,524,1666807018385011,1666807018400470,40,1666807018385011,1666807018400470,1048,1666807018385011,1666807018400470,
16,1666807018400534,1666807018415144,512,1666807018400534,1666807018415144,36,1666807018400534,1666807018415144,1052,1666807018400534,1666807018415144,
44,1666807018415193,1666807018430137,13123,1666807018415193,1666807018430137,40,1666807018415193,1666807018430137,1048,1666807018415193,1666807018430137,
16,1666807018430186,1666807018445002,512,1666807018430186,1666807018445002,36,1666807018430186,1666807018445002,1048,1666807018430186,1666807018445002,
16,1666807018445051,1666807018460382,524,1666807018445051,1666807018460382,40,1666807018445051,1666807018460382,1048,1666807018445051,1666807018460382,
16,1666807018460431,1666807018475109,512,1666807018460431,1666807018475109,39,1666807018460431,1666807018475109,10363,1666807018460431,1666807018475109,
16,1666807018475159,1666807018490769,1040,1666807018475159,1666807018490769,40,1666807018475159,1666807018490769,2080,1666807018475159,1666807018490769,
16,1666807018490819,1666807018505768,256,1666807018490819,1666807018505768,36,1666807018490819,1666807018505768,1040,1666807018490819,1666807018505768,
16,1666807018505831,1666807018520927,520,1666807018505831,1666807018520927,40,1666807018505831,1666807018520927,1040,1666807018505831,1666807018520927,
75,1666807018520977,1666807018535878,12803,1666807018520977,1666807018535878,36,1666807018520977,1666807018535878,1044,1666807018520977,1666807018535878,
16,1666807018535928,1666807018550957,520,1666807018535928,1666807018550957,40,1666807018535928,1666807018550957,1044,1666807018535928,1666807018550957,
82,1666807018551006,1666807018565977,12840,1666807018551006,1666807018565977,36,1666807018551006,1666807018565977,1044,1666807018551006,1666807018565977,
16,1666807018566026,1666807018580902,512,1666807018566026,1666807018580902,40,1666807018566026,1666807018580902,1044,1666807018566026,1666807018580902,
16,1666807018580951,1666807018596143,516,1666807018580951,1666807018596143,36,1666807018580951,1666807018596143,1048,1666807018580951,1666807018596143,
16,1666807018596192,1666807018610798,528,1666807018596192,1666807018610798,40,1666807018596192,1666807018610798,10412,1666807018596192,1666807018610798,
16,1666807018610847,1666807018626170,516,1666807018610847,1666807018626170,36,1666807018610847,1666807018626170,2088,1666807018610847,1666807018626170,
16,1666807018626220,1666807018641038,256,1666807018626220,1666807018641038,40,1666807018626220,1666807018641038,1044,1666807018626220,1666807018641038,
16,1666807018641087,1666807018656333,520,1666807018641087,1666807018656333,36,1666807018641087,1666807018656333,1048,1666807018641087,1666807018656333,
90,1666807018656399,1666807018671371,7886,1666807018656399,1666807018671371,40,1666807018656399,1666807018671371,1048,1666807018656399,1666807018671371,
16,1666807018671421,1666807018686246,516,1666807018671421,1666807018686246,36,1666807018671421,1666807018686246,1048,1666807018671421,1666807018686246,
